delay,label
0.0,happy
0.18683362007141113,happy
0.4928781986236572,happy
0.08002829551696777,happy
0.1451096534729004,happy
0.2267763614654541,happy
0.03027653694152832,happy
0.10644221305847168,happy
0.032105207443237305,happy
0.11153483390808105,happy
0.318526029586792,happy
0.11165761947631836,happy
0.08769798278808594,happy
0.08681058883666992,happy
0.14545392990112305,happy
0.15775847434997559,happy
0.3212158679962158,happy
0.17356419563293457,happy
1.7379591464996338,happy
0.11113405227661133,happy
0.09591937065124512,happy
0.1389145851135254,happy
0.08336114883422852,happy
0.5429987907409668,happy
0.20782470703125,happy
0.25377893447875977,happy
0.11209726333618164,happy
0.17515826225280762,happy
0.0,happy
0.1274247169494629,happy
0.11130189895629883,happy
0.08008718490600586,happy
0.11159634590148926,happy
0.11075520515441895,happy
0.1745901107788086,happy
0.19163107872009277,happy
0.9865982532501221,happy
0.1277470588684082,happy
0.07968306541442871,happy
0.1762402057647705,happy
0.0,sad
0.18792295455932617,sad
0.27802300453186035,sad
0.10080671310424805,sad
0.14199566841125488,sad
0.2597367763519287,sad
0.11092472076416016,sad
0.08350253105163574,sad
0.4275953769683838,sad
0.21878957748413086,sad
0.17102837562561035,sad
0.11460614204406738,sad
0.12900185585021973,sad
0.13734889030456543,sad
0.45510435104370117,sad
0.2290198802947998,sad
0.15328359603881836,sad
0.3944120407104492,sad
0.20485162734985352,sad
0.25165867805480957,sad
0.1137692928314209,sad
0.17706298828125,sad
0.14723777770996094,sad
0.13637566566467285,sad
0.25498223304748535,sad
0.1458568572998047,sad
0.15197539329528809,sad
0.1640620231628418,sad
0.2864067554473877,sad
0.0884392261505127,sad
0.37949061393737793,sad
0.18436717987060547,sad
0.314483642578125,sad
0.25681519508361816,sad
0.13026642799377441,sad
0.22512388229370117,sad
0.9355666637420654,sad
0.08864045143127441,sad
0.11556649208068848,sad
0.12619352340698242,sad
0.276965856552124,sad
0.12520241737365723,sad
0.16325664520263672,sad
0.2188701629638672,sad
0.220747709274292,sad
0.31708288192749023,sad
0.2272663116455078,sad
0.19250774383544922,sad
0.42699122428894043,sad
0.525620698928833,sad
0.36632466316223145,sad
0.35016393661499023,sad
0.1487104892730713,sad
0.6090071201324463,sad
0.21505475044250488,sad
0.1130075454711914,sad
0.15650177001953125,sad
0.2111647129058838,sad
0.3859269618988037,sad
0.14586114883422852,sad
0.09600257873535156,sad
0.1830453872680664,sad
0.416196346282959,sad
0.15868806838989258,sad
0.013669967651367188,sad
0.9978370666503906,sad
0.23730945587158203,sad
0.11196041107177734,sad
0.16086053848266602,sad
1.1448724269866943,sad
0.17763066291809082,sad
0.09278583526611328,sad
0.2485370635986328,sad
0.07190465927124023,sad
0.14687323570251465,sad
0.29123902320861816,sad
0.12207412719726562,sad
0.30641961097717285,sad
0.22400307655334473,sad
0.11058473587036133,sad
0.3005821704864502,sad
0.17477798461914062,sad
0.10666227340698242,sad
0.2731480598449707,sad
0.16402626037597656,sad
0.12868833541870117,sad
0.09217309951782227,sad
0.3490293025970459,sad
0.12621331214904785,sad
0.23693513870239258,sad
0.20050716400146484,sad
0.13926053047180176,sad
0.0,angry
0.324892520904541,angry
0.16434741020202637,angry
0.06641960144042969,angry
0.09716129302978516,angry
0.13439536094665527,angry
0.1906280517578125,angry
0.03457784652709961,angry
0.07610058784484863,angry
0.05653715133666992,angry
0.07190132141113281,angry
0.22887349128723145,angry
0.07619881629943848,angry
0.08731532096862793,angry
0.05219078063964844,angry
0.1801469326019287,angry
0.11626172065734863,angry
0.09929990768432617,angry
0.09101247787475586,angry
0.10526657104492188,angry
0.3113982677459717,angry
0.4108405113220215,angry
0.12871074676513672,angry
0.1094369888305664,angry
0.10790491104125977,angry
0.07782673835754395,angry
0.47953367233276367,angry
0.17270970344543457,angry
0.09913206100463867,angry
0.08068990707397461,angry
0.0982198715209961,angry
0.16461467742919922,angry
0.134596586227417,angry
0.12069034576416016,angry
0.10173726081848145,angry
1.39528226852417,angry
0.10848259925842285,angry
