delay,label
0.10680699348449707,angry
0.09181046485900879,angry
0.15317153930664062,angry
0.12514257431030273,angry
0.08072471618652344,angry
0.15167236328125,angry
0.09977459907531738,angry
0.1366879940032959,angry
0.08743071556091309,angry
1.8755762577056885,angry
0.3822357654571533,angry
0.1287832260131836,angry
0.14231085777282715,angry
0.31094932556152344,angry
0.10810375213623047,angry
0.6114194393157959,angry
0.11787199974060059,angry
0.060439109802246094,angry
0.1513512134552002,angry
0.08202195167541504,angry
0.17328214645385742,angry
0.4124131202697754,angry
0.21745014190673828,angry
0.19301152229309082,angry
0.9162747859954834,angry
0.22160577774047852,angry
0.1519911289215088,angry
0.09346151351928711,angry
0.12467479705810547,angry
0.0750274658203125,angry
0.16221332550048828,angry
0.1162412166595459,angry
0.5869252681732178,angry
0.8836414813995361,angry
0.06598043441772461,angry
0.1553514003753662,angry
0.14413928985595703,angry
0.0736837387084961,angry
0.10430431365966797,angry
0.10953807830810547,angry
0.06702160835266113,angry
0.20477604866027832,angry
0.10648727416992188,angry
0.08740067481994629,angry
0.6122002601623535,angry
0.12478876113891602,angry
0.08227324485778809,angry
0.15447092056274414,angry
0.4316694736480713,angry
0.12610578536987305,angry
0.12488865852355957,angry
0.152968168258667,angry
0.05910611152648926,angry
0.09073328971862793,angry
0.11617851257324219,angry
0.0617525577545166,angry
0.14564228057861328,angry
0.07246923446655273,angry
0.12368345260620117,angry
0.14580178260803223,angry
0.08326888084411621,angry
0.1413583755493164,angry
0.09309864044189453,angry
0.11029934883117676,angry
0.05900144577026367,angry
0.011000394821166992,angry
0.14312219619750977,angry
0.032843589782714844,angry
0.17455673217773438,angry
0.0,confused
0.415515661239624,confused
0.3628056049346924,confused
0.478196382522583,confused
0.09628129005432129,confused
0.12038612365722656,confused
0.10971951484680176,confused
0.13085508346557617,confused
0.11251091957092285,confused
0.4542417526245117,confused
0.3172776699066162,confused
0.20339512825012207,confused
0.09702157974243164,confused
0.13072705268859863,confused
0.18088459968566895,confused
0.1563124656677246,confused
0.11486601829528809,confused
0.12306380271911621,confused
0.6183011531829834,confused
0.16492366790771484,confused
0.12876486778259277,confused
0.09954261779785156,confused
0.16538190841674805,confused
0.19960570335388184,confused
0.08602380752563477,confused
0.07155895233154297,confused
0.05962014198303223,confused
0.3873255252838135,confused
0.25530028343200684,confused
0.19101953506469727,confused
0.13675427436828613,confused
0.11010956764221191,confused
0.2509007453918457,confused
0.20458245277404785,confused
0.32123327255249023,confused
0.0585479736328125,confused
0.1701350212097168,confused
0.13499879837036133,confused
0.13028669357299805,confused
0.13552045822143555,confused
0.1632537841796875,confused
1.3115315437316895,confused
0.9239306449890137,confused
0.1278374195098877,confused
0.17367243766784668,confused
0.15815114974975586,confused
0.2762281894683838,confused
0.11752462387084961,confused
0.12611627578735352,confused
0.10001111030578613,confused
0.12351703643798828,confused
0.17421436309814453,confused
0.26155710220336914,confused
0.18906331062316895,confused
0.059370994567871094,confused
0.0822758674621582,confused
0.3050713539123535,confused
0.590552568435669,confused
0.12396049499511719,confused
0.11228203773498535,confused
0.1026604175567627,confused
0.12480926513671875,confused
0.45050978660583496,confused
0.06406092643737793,confused
0.20721173286437988,confused
0.14864015579223633,confused
0.15067481994628906,confused
0.2469334602355957,confused
0.9350743293762207,confused
0.17816925048828125,confused
0.09889388084411621,confused
0.11461997032165527,confused
0.20542454719543457,confused
0.15032601356506348,confused
0.15283846855163574,confused
0.14226579666137695,confused
0.1436307430267334,confused
0.17119932174682617,confused
0.6677038669586182,confused
0.2012939453125,confused
0.3657357692718506,confused
0.23560643196105957,confused
0.49651646614074707,confused
0.22960376739501953,confused
0.12508916854858398,confused
0.10395097732543945,confused
0.24749064445495605,confused
0.3131587505340576,confused
0.17123007774353027,confused
0.11953353881835938,confused
0.15475177764892578,confused
0.10584449768066406,confused
0.3175621032714844,confused
0.14560151100158691,confused
0.13831543922424316,confused
0.19591927528381348,confused
0.35430026054382324,confused
0.618741512298584,confused
0.14287042617797852,confused
0.2006382942199707,confused
0.1788949966430664,confused
1.0011167526245117,confused
0.13988447189331055,confused
0.11447429656982422,confused
0.09866905212402344,confused
0.3467271327972412,confused
0.15867829322814941,confused
0.1486968994140625,confused
0.08571434020996094,confused
0.1351468563079834,confused
0.14158320426940918,confused
0.22487902641296387,confused
0.12768054008483887,confused
0.1474301815032959,confused
0.12139534950256348,confused
1.398754596710205,confused
0.06699085235595703,confused
0.15445542335510254,confused
0.2174854278564453,confused
0.3818995952606201,confused
0.3209705352783203,confused
0.21706199645996094,confused
0.2026824951171875,confused
0.20110583305358887,confused
0.1855769157409668,confused
0.19170522689819336,confused
0.18460512161254883,confused
0.10497570037841797,confused
0.12204718589782715,confused
